PT. SINAR PURE FOODS INTERNATIONAL;;;;;;;;;;
Purchase Requisition Slip (PRS) Not Yet Purchase Order (PO);;;;;;;;;;
As Of February 11, 2026;;;;;;;;;;
;;;;;;;;;;
Canvasser Name: Erni Ending;;;;;;;;;;
Purchase Requisition Slip;;;Item;;;;;Department;;
40356;70320018258;04-09-2024;50542;MAJUN KATUN WARNA;0,00;500,00;KGS;7032;Fixed Fish Procurement;
40372;70460018266;05-09-2024;04343;SL/C TOOLS & MATERIALS FOR PEKERJAAN PEMBUATAN TANGGAH STAINLISTIL FOR CPF;0,00;1,00;LOT;7046;Engineering;
40430;70460018286;09-09-2024;67787;PLAMUR GIANT MORTAR @20 KGS / SACK;0,00;10,00;SACK;7046;Engineering;
40473;70460018307;12-09-2024;68421;S/S DRAINASE WASTAFEL KERAMIK;0,00;1,00;SETS;7046;Engineering;
40496;70440018315;13-09-2024;10026;BATANG SEREH;0,00;2,70;KGS;7044;Quality Assurance;
40497;70440018315;13-09-2024;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;2,70;KGS;7044;Quality Assurance;
40525;70440018330;18-09-2024;56678;kertas struk pembaca moisturizer dan Veratox;0,00;4,00;PCS;7044;Quality Assurance;
40556;70320018346;20-09-2024;92243;MASKER ( DUST MASK );0,00;50,00;PCS;7032;Fixed Fish Procurement;
40557;70320018346;20-09-2024;55425;HAIRNET ( disposal );0,00;50,00;PCS;7032;Fixed Fish Procurement;
40585;70460018353;23-09-2024;54396;TIRAY OUTDOOR  ( TERPAL ROLLER UKURAN, 4CMTR X 5MTR) ;0,00;2,00;PCS;7046;Engineering;
40609;70320018361;24-09-2024;51564;BUTCHERING KNIFE ;0,00;4,00;PCS;7032;Fixed Fish Procurement;
40600;70420018358;24-09-2024;99877;CATRIDGE CANON COLOR MX 397 [741];1,00;4,00;PCS;7042;Inventory Management;
40602;70420018359;24-09-2024;51313;CELEMEK KAIN BIRU;19,00;100,00;PCS;7042;Inventory Management;
40644;70440018381;26-09-2024;70015;COOKED MEAT MEDIUM CM0081B (OXOID) @ 500 GR ;0,00;1,00;BTL;7044;Quality Assurance;
40750;70320018440;09-10-2024;90663;MOUSE KOMPUTER (MERK LOGITECH);1,00;1,00;PCS;7032;Fixed Fish Procurement;
40757;70420018445;10-10-2024;52022;ALKOHOL 96% @ 1000 ML;0,00;2,00;BTL;7042;Inventory Management;
40758;70420018445;10-10-2024;52001;ALKOHOL 70 % @ 1000 ML;0,00;2,00;BTL;7042;Inventory Management;
40799;70480018477;17-10-2024;90765;PAYUNG;0,00;2,00;PCS;7048;Human Resources Development;
40814;70460018485;21-10-2024;55306;SikaTop 144 (komponen A & Komponen B);0,00;4,00;SET;7046;Engineering;
40829;70420018490;22-10-2024;41558;LABEL PRINTING DUET YCB 603;0,00;5.280,00;PCS;7042;Inventory Management;
40838;70440018497;22-10-2024;56420;SANDAL JEPIT;0,00;12,00;PCS;7044;Quality Assurance;
40847;70440018498;22-10-2024;10026;BATANG SEREH;0,00;1,80;KGS;7044;Quality Assurance;
40892;70440018523;30-10-2024;10026;BATANG SEREH;0,00;1,80;KGS;7044;Quality Assurance;
40921;70480018535;31-10-2024;95895;GUNTING KECIL;0,00;6,00;PCS;7048;Human Resources Development;
40924;70480018536;31-10-2024;91074;PINSET;0,00;6,00;PCS;7048;Human Resources Development;
40926;70480018536;31-10-2024;92246;GELAS UNTUK CUCI MATA;0,00;6,00;PCS;7048;Human Resources Development;
40928;70480018536;31-10-2024;92249;POVIDON IODIN 60 ML;0,00;11,00;BTL;7048;Human Resources Development;
40930;70480018536;31-10-2024;94360;LOG BOOK SMALL;0,00;2,00;PCS;7048;Human Resources Development;
40932;70320018537;01-11-2024;65336;TEMPAT SABUN TYPE TAMPAL;0,00;4,00;PC;7032;Fixed Fish Procurement;
40933;70320018537;01-11-2024;54004;Gayung Air;0,00;6,00;PCS;7032;Fixed Fish Procurement;
40950;70460018545;06-11-2024;54519;TURNBUCKLE GI. 14MM X 25MM X 150 X 20 X 240MM;0,00;40,00;SET;7046;Engineering;
40951;70460018545;06-11-2024;52436;KUKU MACAN;0,00;160,00;PCS;7046;Engineering;
40952;70460018545;06-11-2024;81697;WIRE ROPE 1/2 INC @ 15MTR /ROLL;0,00;3,00;ROLL;7046;Engineering;
41005;70460018545;06-11-2024;56531;"BOLT &amp; NUT  + RING, SS 12 MM  X  20 CM";0,00;40,00;PCS;7046;Engineering;
41006;70460018545;06-11-2024;58116;S/S PLATE 304 X 1200MM X 2400MM X 2MM THICKNESS;0,00;1,00;SHEET;7046;Engineering;
41007;70460018545;06-11-2024;62618;ANGLE BAR SS 304, 5CM X 5CM X 6MTR;2,00;1,00;LGTS;7046;Engineering;
40977;70460018555;08-11-2024;66634;WITICO ROOF  blue color 3,3 MM X 73 CM X 6.0 MTRS;0,00;108,00;LE;7046;Engineering;
40979;70460018555;08-11-2024;69601;SENG PERKASA DECK WARNA BIRU;1,00;54,00;LE;7046;Engineering;
41082;70460018597;18-11-2024;03515;MATERIALS FOR INSTALLATION OF CEILING PANEL IN COLDSTORAGE ROOMA,B C & D + ACCESORIES HANGER;0,00;1,00;LOT;7046;Engineering;
41108;70420018617;20-11-2024;21058;EMPTY CAN 307 X 113 LITHOGRAPH SIRENA IN OIL & CHILI;6.442,00;619.371,00;SET;7042;Inventory Management;
41109;70420018617;20-11-2024;21301;EMPTY CAN 307 X 113 SIRENA IN OIL WITH CHILLI EOE LITHOGRAPH;66.150,00;186.029,00;SET;7042;Inventory Management;
41110;70420018617;20-11-2024;20030;EMPTY CAN  307 X  113 SIRENA IN SPRINGWATER EOE LITHOGRAPH;40.201,00;277.391,00;SETS;7042;Inventory Management;
41113;70420018619;20-11-2024;21212;CANS 211 SIRENA IN OIL WITH CHILI ;842.650,00;591.958,00;PCS;7042;Inventory Management;
41114;70420018619;20-11-2024;21213;CANS 211 SIRENA IN SPRINGWATER ;22.011,00;662.621,00;PCS;7042;Inventory Management;
41151;70460018633;28-11-2024;55764;BATU KUALA UKURAN 10 CM ;0,00;1,00;m3;7046;Engineering;
41152;70460018633;28-11-2024;55765;ARANG TEMPURUNG ;0,00;50,00;KGS;7046;Engineering;
41207;70420018654;04-12-2024;10004;SALT TYPE KIB GS 32 DS-6;3.250,00;7.000,00;KGS;7042;Inventory Management;
41287;70440018695;14-12-2024;10026;BATANG SEREH;0,00;1,80;KGS;7044;Quality Assurance;
41304;70440018701;17-12-2024;95236;PLASTIC LAMINATING UK.FOLIO;0,00;1,00;PACK;7044;Quality Assurance;
41322;70560018708;19-12-2024;99896;HARDDISK SSD 512 GB;0,00;1,00;PCS;7056;It;
41337;70460018715;20-12-2024;59640;STAPLER TEMBAK ;0,00;1,00;PCS;7046;Engineering;
41338;70460018715;20-12-2024;59639;STAPLES TEMBAK UKURAN 13/4 - 6 - 8 MM;0,00;30,00;PCS;7046;Engineering;
41343;70460018719;23-12-2024;64918;PROFIL KAYU  SP5 X 4 MTRS;0,00;25,00;LE;7034;Fixed Production;
41347;70460018723;23-12-2024;04721;SL/C TOOLS & MATERIALS FOR PEKERJAAN PERBAIKAN LANTAI SIKA DI SKINNING ( TEXTUR SIKA  CREM ANTI SLIP  );0,00;18,00;LOT;7034;Fixed Production;
41356;70460018729;27-12-2024;FA0016;HEAT SHRINK TUNEL MODEL LB201, PACKING CAPACITY 15 PACK/MINUTE, MOTOR 380 VOLT, 3 PHASE, 11 KW MAX PACKING SIZE 370MM X 200 MM ( WXH);0,00;1,00;UNIT;7034;Fixed Production;
41379;70420018746;06-01-2025;50688;CELEMEK PLASTIC WARNA BIRU;0,00;100,00;PCS;7042;Inventory Management;
41383;70420018748;06-01-2025;91041;BATTERY A3  ( ALKALINE );4,00;25,00;PCS;7042;Inventory Management;
41384;70420018748;06-01-2025;95071;Battery Alkaline AA;5,00;25,00;PCS;7042;Inventory Management;
41385;70420018748;06-01-2025;90535;PAPER LETTERHEAD FOLIO;0,00;10,00;REAMS;7042;Inventory Management;
41408;70440018753;06-01-2025;10026;BATANG SEREH;0,00;1,80;KGS;7044;Quality Assurance;
41409;70440018753;06-01-2025;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;1,80;KGS;7044;Quality Assurance;
41486;70420018799;14-01-2025;90812;PAPER HVS KWARTO/A4s;0,00;50,00;REAMS;7042;Inventory Management;
41497;70320018802;15-01-2025;91235;FLASH DISC 32 GB;0,00;2,00;PC;7032;Fixed Fish Procurement;
41510;70460018812;16-01-2025;59639;STAPLES TEMBAK UKURAN 13/4 - 6 - 8 MM;0,00;1,00;PCS;7046;Engineering;
41534;70420018823;17-01-2025;52001;ALKOHOL 70 % @ 1000 ML;0,00;3,00;BTL;7042;Inventory Management;
41535;70420018823;17-01-2025;52022;ALKOHOL 96% @ 1000 ML;0,00;3,00;BTL;7042;Inventory Management;
41538;70420018825;21-01-2025;44256;LABEL TUNA ROYALE;0,00;300,00;PCS;7042;Inventory Management;
41538;70420018825;21-01-2025;44256;LABEL TUNA ROYALE;0,00;300,00;PCS;7042;Inventory Management;
41570;70420018825;21-01-2025;44256;LABEL TUNA ROYALE IN OIL;0,00;300,00;PCS;7042;Inventory Management;
41570;70420018825;21-01-2025;44256;LABEL TUNA ROYALE IN OIL;0,00;300,00;PCS;7042;Inventory Management;
41571;70420018825;21-01-2025;44258;LABEL TUNA ROYALE IN OIL WITH CHILLI;0,00;300,00;PCS;7042;Inventory Management;
41563;70420018835;22-01-2025;50011;CONE THREAD;10,00;60,00;ROLL;7042;Inventory Management;
41568;70560018837;23-01-2025;90368;BATTERY LAPTOP ;0,00;1,00;PCS;7056;It;
41595;70460018849;24-01-2025;60220;MATA KRAN LEHER ANGSA;0,00;1,00;PCS;7048;Human Resources Development;
41596;70460018849;24-01-2025;63632;FLEXIBLE HOSE PIPE 1/2 ? X 40 CM;0,00;1,00;SETS;7048;Human Resources Development;
41609;70440018853;30-01-2025;10026;BATANG SEREH;0,00;2,70;KGS;7044;Quality Assurance;
41668;70460018876;04-02-2025;92878;KERTAS STICKER UKURAN FOLIO @ 10 Sheet / PACK;0,00;3,00;SHEETS;7046;Engineering;
41697;70440018885;05-02-2025;10026;BATANG SEREH;0,00;2,70;KGS;7044;Quality Assurance;
41771;70420018914;12-02-2025;50688;CELEMEK PLASTIC WARNA BIRU;30,00;100,00;PCS;7042;Inventory Management;
41774;70420018914;12-02-2025;50881;HAND GLOVE COTTON (BLACK);0,00;25,00;PAIRS;7042;Inventory Management;
41806;70420018928;13-02-2025;52001;ALKOHOL 70 % @ 1000 ML;0,00;2,00;BTL;7042;Inventory Management;
41807;70420018928;13-02-2025;52022;ALKOHOL 96% @ 1000 ML;0,00;2,00;BTL;7042;Inventory Management;
41808;70420018928;13-02-2025;50928;KAPAS @ 1KG;11,00;1,00;PCS;7042;Inventory Management;
41843;70440018933;14-02-2025;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;1,59;KGS;7044;Quality Assurance;
41863;70440018936;14-02-2025;10026;BATANG SEREH;0,00;2,30;KGS;7044;Quality Assurance;
41864;70440018936;14-02-2025;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;2,30;KGS;7044;Quality Assurance;
41814;70480018930;14-02-2025;57267;NEBULIZER;0,00;1,00;PCS;7048;Human Resources Development;
41896;70320018956;19-02-2025;63949;DISPENCER ( COOL & HOT ) FOR AIR MINUM;0,00;1,00;UNIT;7032;Fixed Fish Procurement;
41912;70420018964;19-02-2025;99978;CARTRIDGE HP DESKJET D2000 BLACK (802S/CH561Z);0,00;5,00;PCS;7042;Inventory Management;
41913;70420018964;19-02-2025;99979;CARTRIDGE HP DESKJET D2000 COLOUR (802S/CH562Z);2,00;5,00;PCS;7042;Inventory Management;
41914;70420018964;19-02-2025;93257;TISSUE KASAR JOLY;10,00;25,00;PCS;7042;Inventory Management;
41939;70420018984;24-02-2025;90382;INK TRODAT (BLUE);0,00;1,00;PCS;7042;Inventory Management;
41940;70420018984;24-02-2025;90383;INK TRODAT (BLACK);0,00;1,00;PCS;7042;Inventory Management;
41948;70460018990;25-02-2025;04785;SL/C TOOLS 7 MATERIALS FOR PEMBUATAN MEJA KACA, RANGKA S/S HOLLO. UK, L=60CM X P= 200CM X T= 80CM;0,00;1,00;LOT;7034;Fixed Production;
42025;70460019024;04-03-2025;67787;PLAMUR GIANT MORTAR @20 KGS / SACK;0,00;1,00;SACK;7046;Engineering;
42063;70460019041;06-03-2025;56938;GIANT MORTAR (GM 270 WHITE SKIN COAT) @ 20KG/SAK;0,00;2,00;SACK;7046;Engineering;
42113;70440019068;12-03-2025;10026;BATANG SEREH;0,00;0,90;KGS;7044;Quality Assurance;
42114;70440019068;12-03-2025;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;0,90;KGS;7044;Quality Assurance;
42124;70440019069;12-03-2025;10026;BATANG SEREH;0,00;2,70;KGS;7044;Quality Assurance;
42125;70440019069;12-03-2025;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;2,70;KGS;7044;Quality Assurance;
42200;70440019112;20-03-2025;56678;kertas struk pembaca moisturizer dan Veratox;0,00;12,00;PCS;7044;Quality Assurance;
42232;70440019131;25-03-2025;70094;AQUADESTILATE;0,00;60,00;LTR;7044;Quality Assurance;
42298;70320019166;07-04-2025;52330;PLEDGE @ 170 ML;0,00;2,00;BTL;7032;Fixed Fish Procurement;
42299;70320019166;07-04-2025;53246;KANEBO;1,00;1,00;PCS;7032;Fixed Fish Procurement;
42300;70320019166;07-04-2025;57467;REAGEN (RACUN SEMUT);0,00;3,00;BTL;7032;Fixed Fish Procurement;
42301;70320019166;07-04-2025;57455;BASMILANG 486 SL @ 1 LTR;1,00;2,00;BTL;7032;Fixed Fish Procurement;
42302;70320019167;07-04-2025;90706;GUNTING;0,00;1,00;PCS;7032;Fixed Fish Procurement;
42323;70320019175;08-04-2025;90513;PENGHAPUS WHITEBOARD;0,00;1,00;PCS;7032;Fixed Fish Procurement;
42332;70420019178;09-04-2025;90739;STAPLES NO 3;0,00;50,00;DOS;7042;Inventory Management;
42326;70460019177;09-04-2025;51438;DUMBASTER / ACHIDID LIQUID DRAIN @1LTR;0,00;2,00;GLN;7046;Engineering;
42342;70420019185;10-04-2025;50050;ABU GOSOK;0,00;50,00;PACK;7042;Inventory Management;
42347;70420019185;10-04-2025;57455;BASMILANG 486 SL @ 1 LTR;0,00;3,00;BTL;7042;Inventory Management;
42439;70420019206;14-04-2025;97117;KAOS OBLONG PUTIH UK L;43,00;100,00;PCS;7042;Inventory Management;
42474;70630019218;17-04-2025;95668;KOTAK P3K [ TERMASUK ISI KOTAK P3K ] UNTUK MOBIL;0,00;3,00;BOX;7063;Variable Viand Tuna;
42490;70460019233;22-04-2025;65380;SHOWER + ACCESSORIES;0,00;1,00;SET;7046;Engineering;
42539;70420019264;29-04-2025;34025;"SLIP SHEET PAPER (3MM) UK.1160 mm X 1250 mm;K200/M150/K200 - BFLUTE";456,00;500,00;SHEET;7042;Inventory Management;
42579;70460019274;02-05-2025;04178;"SL/C TOOLS &amp; MATERIALS FOR PEMBUATAN AIR BLAST FREZEER KAPASITAS 8 TON (FREEZING TIME MAX 12 JAM) X 2 RUANGAN";0,00;1,00;LOT;7046;Engineering;
42570;70460019277;05-05-2025;55634;PINTU KAYU, 92.5CM X 210CM + KOSEN PINTU ( TYPE KAKA BRAND );0,00;1,00;SET;7046;Engineering;
42571;70460019278;05-05-2025;65380;SHOWER + ACCESSORIES;0,00;1,00;SET;7048;Human Resources Development;
42585;70460019285;07-05-2025;56287;GEMBOK TOP SECURITY SOLID 50MM;0,00;1,00;PCS;7046;Engineering;
42605;70420019297;08-05-2025;93464;STAMP ANGKA 6 DIGIT;0,00;1,00;PCS;7042;Inventory Management;
42612;70440019302;09-05-2025;70015;COOKED MEAT MEDIUM CM0081B (OXOID) @ 500 GR ;0,00;1,00;BTL;7044;Quality Assurance;
42622;70440019306;09-05-2025;53969;ALAT CHECKER TUNA;0,00;2,00;PCS;7044;Quality Assurance;
42631;70460019313;14-05-2025;64462;ENGSEL PINTU S/S 3;0,00;3,00;PCS;7046;Engineering;
42716;70420019353;21-05-2025;54215;REFILL LINT ROLLER;0,00;6,00;PCS;7042;Inventory Management;
42706;70460019351;21-05-2025;53526;Shower Water Closed   ;0,00;1,00;SET;7048;Human Resources Development;
42719;70460019358;21-05-2025;57625;SIKA FLOOR EPOCHEM FINISHING (A,B,C];0,00;10,00;KG;7034;Fixed Production;
42720;70460019358;21-05-2025;57624;SIKA FLOOR EPOCHEM DASAR  (A,B,C);0,00;10,00;KGS;7034;Fixed Production;
42731;70440019362;22-05-2025;70094;AQUADESTILATE;0,00;60,00;LTR;7044;Quality Assurance;
42742;70420019369;23-05-2025;52346;MASKER KAIN GOOD QUALITY;0,00;100,00;PCS;7042;Inventory Management;
42745;70460019371;26-05-2025;59338;GI PIE 2.5 INC,  SCHEDULE 40 ;0,00;5,00;LGTS;7046;Engineering;
42782;70460019383;30-05-2025;53526;Shower Water Closed   ;0,00;1,00;SET;7048;Human Resources Development;
42819;70460019401;03-06-2025;54875;PENUTUP KLOSED DUDUK + ENGESEL PENUTUP;0,00;1,00;SET;7034;Fixed Production;
42862;70420019422;05-06-2025;65527;KAIN TAHAN PANAS FOR SHRINK WRAP MACHINE;0,00;3,00;MTRS;7042;Inventory Management;
42879;70460019426;10-06-2025;66065;PAKU GYPSUM, @500 PCS/BOX;0,00;1,00;BOX;7033;Variable Production;
42907;70420019442;16-06-2025;53984;ANTIOXIDANT FOR FISHMEAL ( LIQUID ) ;0,00;4,00;GLN;7042;Inventory Management;
42996;70420019492;01-07-2025;53938;SHRINK WRAP PLASTIC LEBAR 40 CM;0,00;1,00;ROLL;7042;Inventory Management;
42997;70420019492;01-07-2025;53937;SHRINK WRAP PLASTIC LEBAR 51.5 CM;0,00;1,00;ROLL;7042;Inventory Management;
43073;70420019512;01-07-2025;53211;SHRINK WRAP PLASTIC [ PE ] FOR SIRENA 211 / 24 TRAY UKURAN P. 50.5 CM, L. 28.5 CM, TEBAL 50 MICRON 1 BUKAAN;455,00;300,00;KGS;7042;Inventory Management;
43128;70440019531;07-07-2025;50074;RUBBER BOOTS PENDEK PUTIH ;0,00;1,00;PAIR;7044;Quality Assurance;
43129;70440019532;07-07-2025;90154;MASKER SENSI @50 PCS;0,00;5,00;DOS;7044;Quality Assurance;
43133;70460019536;07-07-2025;04722;SL/C TOOLS & MATERIALS FOR PEKERJAAN MERAKAN BETON BERTULANG BAK EX ICE PLANT;0,00;1,00;LOT;7046;Engineering;
43180;70440019560;11-07-2025;10026;BATANG SEREH;0,00;1,80;KGS;7044;Quality Assurance;
43204;70420019573;15-07-2025;20080;EMPTY CAN 603 X 408 UCC ( BPANI);0,00;300.000,00;SET;7042;Inventory Management;
43209;70420019577;16-07-2025;90154;MASKER SENSI @50 PCS;0,00;1,00;DOS;7042;Inventory Management;
43210;70420019577;16-07-2025;52467;HAIRNET NURSE'S CAP;0,00;1,00;DOS;7042;Inventory Management;
43255;70460019608;25-07-2025;65380;SHOWER + ACCESSORIES;0,00;1,00;SET;7048;Human Resources Development;
43257;70460019608;25-07-2025;65001;METROLITE  CREAM PAINT  @ 5 KG;0,00;3,00;TIN;7048;Human Resources Development;
43258;70460019608;25-07-2025;56938;GIANT MORTAR (GM 270 WHITE SKIN COAT) @ 20KG/SAK;0,00;1,00;SACK;7048;Human Resources Development;
43300;70480019623;30-07-2025;92889;PIALA;0,00;1,00;PCS;7048;Human Resources Development;
43319;70440019629;31-07-2025;FA0028;LABTEK LKT 126 BASIC KJELDAHL;0,00;1,00;UNIT;7044;Quality Assurance;
43333;70320019636;01-08-2025;50105;TEMPAT SAMPAH PAKAI PENUTUP;0,00;9,00;PCS;7032;Fixed Fish Procurement;
43369;70420019656;05-08-2025;56024;NACHI TAPE BROWN Uk 48mmx100Yard;26,00;240,00;ROLL;7042;Inventory Management;
43370;70420019657;05-08-2025;90154;MASKER SENSI @50 PCS;0,00;3,00;DOS;7042;Inventory Management;
43371;70420019657;05-08-2025;93978;HAIRNET WHITE (as per sample);0,00;3,00;DOS;7042;Inventory Management;
43374;70320019659;06-08-2025;54126;Baki Stainless kecil untuk pisau;0,00;300,00;PCS;7032;Fixed Fish Procurement;
43518;70420019731;21-08-2025;54215;REFILL LINT ROLLER;0,00;3,00;PCS;7042;Inventory Management;
43525;70420019732;21-08-2025;51355;CELEMEK KAIN MERAH MUDA;5,00;30,00;PCS;7042;Inventory Management;
43529;70420019732;21-08-2025;50448;TOPI LOINING MODEL TERBARU;0,00;30,00;PCS;7042;Inventory Management;
43510;70480019726;21-08-2025;90765;PAYUNG;0,00;2,00;PCS;7048;Human Resources Development;
43598;70420019759;27-08-2025;50534;MAJUN KATUN PUTIH;0,00;150,00;KGS;7042;Inventory Management;
43579;70630019756;27-08-2025;93587;CAP LOGO SPFI NEW;0,00;1,00;PCS;7063;Variable Viand Tuna;
43605;70320019770;28-08-2025;50530;BAKI PLASTIK;0,00;3.468,00;PC;7032;Fixed Fish Procurement;
43637;70460019788;02-09-2025;50991;NIPPON PLATON PRIMER @ 5KG/TINS;0,00;1,00;TINS;7052;Finance;
43638;70460019788;02-09-2025;56389;THINNER COBRA HITAM @4 LTR/TIN;0,00;1,00;TIN;7052;Finance;
43639;70460019788;02-09-2025;52675;KUAS TANGAN 3 INC;0,00;2,00;PC;7052;Finance;
43676;70420019810;08-09-2025;54215;REFILL LINT ROLLER;0,00;3,00;PCS;7042;Inventory Management;
43693;70360019819;10-09-2025;90382;INK TRODAT (BLUE);0,00;1,00;PCS;7036;Marketing/Export;
43694;70360019819;10-09-2025;90146;INK TRODAT ( RED );0,00;1,00;BOX;7036;Marketing/Export;
43709;70440019826;11-09-2025;50928;KAPAS @ 1KG;0,00;1,00;PCS;7044;Quality Assurance;
43720;70420019834;12-09-2025;34125;CARTON PRINTING 05 RIANXEIRA TUNA BELLY IN OIL ;0,00;2.708,00;PCS;7042;Inventory Management;
43724;70420019837;12-09-2025;53697;PLASTIC STRIP BAND;2,00;2,00;ROLL;7042;Inventory Management;
43732;70420019841;15-09-2025;52306;CARPUS;8,00;60,00;PCS;7042;Inventory Management;
43756;70440019855;17-09-2025;63295;ALUMINIUM FOIL @ 50CM X 5MTR;0,00;5,00;ROLLS;7044;Quality Assurance;
43769;70320019865;18-09-2025;93124;PLASTIC CLIPS UKURAN 31CM X 20CM;0,00;500,00;PACK;7032;Fixed Fish Procurement;
43781;70460019869;19-09-2025;69050;GYPSUM, 10MM X 120CM X 240CM;0,00;14,00;SHEET;7052;Finance;
43782;70460019869;19-09-2025;66050;KOMPON GYPSUM @ 20KG;0,00;1,00;SACK;7052;Finance;
43783;70460019869;19-09-2025;68020;SCREW GYPSUM, 3MM X 1 INC @ 500 PCS/BOX;0,00;3,00;BOX;7052;Finance;
43784;70460019869;19-09-2025;66419;KAIN HAS (FOR GYPSUM);0,00;1,00;PCS;7052;Finance;
43785;70460019869;19-09-2025;50130;MASKING TAPE;0,00;3,00;ROLL;7052;Finance;
43787;70460019869;19-09-2025;50054;KUAS ROLL 10 CM;0,00;2,00;ROLL;7052;Finance;
43788;70460019869;19-09-2025;52675;KUAS TANGAN 3 INC;0,00;2,00;PC;7052;Finance;
43878;70460019869;19-09-2025;50013;METROLITE PAINT WHITE @3 LTR;0,00;2,00;TIN;7052;Finance;
43896;70460019869;19-09-2025;64255;ALUMINIUM PLATE 1MM X 100 CM X 200 CM;0,00;2,00;SHEETS;7052;Finance;
43897;70460019869;19-09-2025;60541;ROOFING SCREW 5MM X 2 @ `100PCS/ BOX;0,00;1,00;BOX;7052;Finance;
43801;70460019872;19-09-2025;60541;ROOFING SCREW 5MM X 2 @ `100PCS/ BOX;0,00;5,00;BOX;7034;Fixed Production;
43802;70460019872;19-09-2025;69092;CEMENT TONASA @ 50 KG / SACK;0,00;3,00;SACK;7034;Fixed Production;
43803;70460019872;19-09-2025;56500;NIPPON  PLATON WHITE @ 3.7KG;0,00;25,00;TIN;7034;Fixed Production;
43804;70460019872;19-09-2025;56501;NIPPON PLATON GRAY NP 823 @ 3.7KG;0,00;8,00;TIN;7034;Fixed Production;
43805;70460019872;19-09-2025;56389;THINNER COBRA HITAM @4 LTR/TIN;0,00;20,00;TIN;7034;Fixed Production;
43807;70460019872;19-09-2025;50054;KUAS ROLL 10 CM;0,00;5,00;ROLL;7034;Fixed Production;
43808;70460019872;19-09-2025;61008;TALI RAFIAH @ 15 KGS;0,00;1,00;ROLL;7034;Fixed Production;
43809;70460019872;19-09-2025;64152;BAMBU/BULU 3 X 8 MTR;0,00;10,00;LE;7034;Fixed Production;
43819;70460019872;19-09-2025;67787;PLAMUR GIANT MORTAR @20 KGS / SACK;0,00;3,00;SACK;7034;Fixed Production;
43879;70460019872;19-09-2025;52675;KUAS TANGAN 3 INC;0,00;5,00;PC;7034;Fixed Production;
43810;70460019873;19-09-2025;56500;NIPPON  PLATON WHITE @ 3.7KG;0,00;18,00;TIN;7034;Fixed Production;
43811;70460019873;19-09-2025;56501;NIPPON PLATON GRAY NP 823 @ 3.7KG;0,00;4,00;TIN;7034;Fixed Production;
43812;70460019873;19-09-2025;54097;NIPPON PLATON BLUE NP 823 @3.7 KG/TINS;0,00;11,00;TINS;7034;Fixed Production;
43813;70460019873;19-09-2025;56389;THINNER COBRA HITAM @4 LTR/TIN;0,00;15,00;TIN;7034;Fixed Production;
43820;70460019874;19-09-2025;56500;NIPPON  PLATON WHITE @ 3.7KG;0,00;62,00;TIN;7034;Fixed Production;
43821;70460019874;19-09-2025;56501;NIPPON PLATON GRAY NP 823 @ 3.7KG;0,00;18,00;TIN;7034;Fixed Production;
43822;70460019874;19-09-2025;54097;NIPPON PLATON BLUE NP 823 @3.7 KG/TINS;0,00;8,00;TINS;7034;Fixed Production;
43823;70460019874;19-09-2025;56389;THINNER COBRA HITAM @4 LTR/TIN;0,00;40,00;TIN;7034;Fixed Production;
43829;70460019875;19-09-2025;56500;NIPPON  PLATON WHITE @ 3.7KG;0,00;40,00;TIN;7046;Engineering;
43830;70460019875;19-09-2025;56501;NIPPON PLATON GRAY NP 823 @ 3.7KG;0,00;18,00;TIN;7046;Engineering;
43831;70460019875;19-09-2025;59636;NIPPON PLATON SILVER @3.7 KG;0,00;15,00;TIN;7046;Engineering;
43832;70460019875;19-09-2025;56389;THINNER COBRA HITAM @4 LTR/TIN;0,00;22,00;TIN;7046;Engineering;
43838;70460019876;19-09-2025;50995;NIPPON PLATON GREEN NP 1546 @ 3.7KG;0,00;5,00;TIN;7040;Fixed Labeling;
43839;70460019876;19-09-2025;56501;NIPPON PLATON GRAY NP 823 @ 3.7KG;0,00;1,00;TIN;7040;Fixed Labeling;
43840;70460019876;19-09-2025;56389;THINNER COBRA HITAM @4 LTR/TIN;0,00;2,00;TIN;7040;Fixed Labeling;
43907;70420019889;22-09-2025;93124;PLASTIC CLIPS UKURAN 31CM X 20CM;0,00;100,00;PACK;7042;Inventory Management;
43908;70420019890;22-09-2025;93218;STAMP FLASH  ( 31 AUG 2025 / 31 AUG 2028 ) AS SAMPEL;0,00;3,00;PCS;7042;Inventory Management;
43926;70460019904;23-09-2025;69050;GYPSUM, 10MM X 120CM X 240CM;0,00;0,50;SHEET;7044;Quality Assurance;
43927;70460019904;23-09-2025;68020;SCREW GYPSUM, 3MM X 1 INC @ 500 PCS/BOX;0,00;0,25;BOX;7044;Quality Assurance;
43928;70460019904;23-09-2025;66050;KOMPON GYPSUM @ 20KG;0,00;0,25;SACK;7044;Quality Assurance;
43929;70460019904;23-09-2025;50130;MASKING TAPE;0,00;0,50;ROLL;7044;Quality Assurance;
